car_id,current_office_id,car_name,car_type,fuel_type,model,model_year
1208,33,Corvette,car,GASOLINE,Chevrolet,2016
1209,91,Model 3,car,ELECTRIC,Tesla,2019
1210,43,G-Class,suv,GASOLINE,Mercedes-Benz,2017
1211,46,i8,car,HYBRID,BMW,2015
1212,16,Model 3,car,ELECTRIC,Tesla,2020
1213,62,Model 3,car,ELECTRIC,Tesla,2019
1214,73,4C,car,GASOLINE,Alfa Romeo,2017
1215,29,911,car,GASOLINE,Porsche,2014
1216,7,S-Class,car,GASOLINE,Mercedes-Benz,2016
1217,89,F-TYPE,car,GASOLINE,Jaguar,2014
1218,43,Model 3,car,ELECTRIC,Tesla,2018
1219,54,Model 3,car,ELECTRIC,Tesla,2020
1220,58,Cayenne,suv,GASOLINE,Porsche,2018
1221,44,MDX,suv,GASOLINE,Acura,2016
1222,38,Model 3,car,ELECTRIC,Tesla,2018
1223,94,XC60,suv,GASOLINE,Volvo,2019
1224,91,Impala,car,GASOLINE,Chevrolet,2017
1225,80,A7,car,GASOLINE,Audi,2018
1226,53,Macan,suv,GASOLINE,Porsche,2016
1227,1,Pilot,suv,GASOLINE,Honda,2009
1228,44,Stelvio,suv,GASOLINE,Alfa-romeo,2019
1229,71,Mustang,car,GASOLINE,Ford,2019
1230,3,Model 3,car,ELECTRIC,Tesla,2019
1231,3,E-Class,car,GASOLINE,Mercedes-Benz,2018
1232,12,CLA-Class,car,GASOLINE,Mercedes-benz,2019
1233,21,Odyssey,minivan,GASOLINE,Honda,2019
1234,55,GLS-Class,suv,GASOLINE,Mercedes-benz,2020
1235,35,G-Class,suv,GASOLINE,Mercedes-Benz,2015
1236,49,Model S,car,ELECTRIC,Tesla,2015
1237,66,Model S,car,ELECTRIC,Tesla,2015
1238,49,Model X,suv,ELECTRIC,Tesla,2020
1239,19,S-Class,car,GASOLINE,Mercedes-Benz,2014
1240,31,7-Series,car,GASOLINE,BMW,2019
1241,54,Cayenne,suv,GASOLINE,Porsche,2019
1242,91,Discovery,suv,DIESEL,Land Rover,2018
1243,9,F-PACE,suv,GASOLINE,Jaguar,2018
1244,68,911,car,GASOLINE,Porsche,2009
1245,40,E-Class,car,GASOLINE,Mercedes-Benz,2010
1246,35,Corvette,car,GASOLINE,Chevrolet,2015
1247,42,Model 3,car,ELECTRIC,Tesla,2018
1248,83,570S,car,GASOLINE,McLaren,2016
1249,80,Odyssey,minivan,GASOLINE,Honda,2013
1250,70,M3,car,GASOLINE,BMW,2018
1251,38,Model 3,car,ELECTRIC,Tesla,2018
1252,25,Range Rover,suv,GASOLINE,Land Rover,2018
1253,47,911,car,GASOLINE,Porsche,2012
1254,10,911,car,GASOLINE,Porsche,2013
1255,3,3 Series,car,GASOLINE,BMW,2015
1256,86,5 Series,car,GASOLINE,BMW,2016
1257,73,GLC-Class,suv,GASOLINE,Mercedes-benz,2020
1258,9,G-Class,suv,GASOLINE,Mercedes-Benz,2014
1259,1,Ram 1500,truck,GASOLINE,Dodge,2019
1260,69,Sienna,minivan,GASOLINE,Toyota,2017
1261,15,Mustang,car,GASOLINE,Ford,2018
1262,44,CR-V,suv,GASOLINE,Honda,2015
1263,47,R8,car,GASOLINE,Audi,2017
1264,2,RAV4,suv,GASOLINE,Toyota,2017
1265,10,F-150,truck,GASOLINE,Ford,2015
1266,90,Range Rover Velar,suv,GASOLINE,Land Rover,2018
1267,36,Q7,suv,GASOLINE,Audi,2010
1268,77,MDX,suv,GASOLINE,Acura,2020
1269,81,RAV4,suv,GASOLINE,Toyota,2014
1270,51,E-Class,car,GASOLINE,Mercedes-Benz,2017
1271,93,Stelvio,suv,GASOLINE,Alfa Romeo,2018
1272,4,FR-S,car,GASOLINE,Scion,2013
1273,9,Pilot,suv,GASOLINE,Honda,2017
1274,12,Range Rover Evoque,suv,GASOLINE,Land Rover,2017
1275,57,Camry,car,GASOLINE,Toyota,2016
1276,76,Mustang,car,GASOLINE,Ford,2019
1277,43,F-150,truck,GASOLINE,Ford,2018
1278,8,Wrangler,suv,GASOLINE,Jeep,2016
1279,62,Model X,suv,ELECTRIC,Tesla,2017
1280,14,Macan,suv,GASOLINE,Porsche,2018
1281,83,C-Class,car,GASOLINE,Mercedes-Benz,2017
1282,80,M4,car,GASOLINE,BMW,2016
1283,17,RAV4,suv,GASOLINE,Toyota,2016
1284,94,Camry,car,GASOLINE,Toyota,2017
1285,66,GT-R,car,GASOLINE,Nissan,2013
1286,48,Accord,car,GASOLINE,Honda,2018
1287,86,Odyssey,minivan,GASOLINE,Honda,2014
1288,68,GX 470,suv,GASOLINE,Lexus,2007
1289,20,Model S,car,ELECTRIC,Tesla,2016
1290,6,Giulia,car,GASOLINE,Alfa Romeo,2017
1291,97,Grand Cherokee SRT,suv,GASOLINE,Jeep,2017
1292,94,F-TYPE,car,GASOLINE,Jaguar,2018
1293,79,C-Class,car,GASOLINE,Mercedes-Benz,2017
1294,91,X5,suv,GASOLINE,BMW,2019
1295,21,CLA-Class,car,GASOLINE,Mercedes-Benz,2014
1296,33,Model 3,car,ELECTRIC,Tesla,2018
1297,62,Rogue,suv,GASOLINE,Nissan,2017
1298,99,E-Class,car,GASOLINE,Mercedes-benz,2019
1299,67,Model 3,car,ELECTRIC,Tesla,2019
1300,90,Model Y,suv,ELECTRIC,Tesla,2020
1301,26,S90,car,GASOLINE,Volvo,2018
1302,86,3,car,GASOLINE,Mazda,2012
1303,42,Model 3,car,ELECTRIC,Tesla,2019
1304,78,Model 3,car,ELECTRIC,Tesla,2019
1305,56,CTS,car,GASOLINE,Cadillac,2015
1306,22,Model 3,car,ELECTRIC,Tesla,2019
1307,63,Sequoia,suv,GASOLINE,Toyota,2013
1308,59,C-Class,car,GASOLINE,Mercedes-Benz,2018
1309,65,Levante,suv,GASOLINE,Maserati,2018
1310,81,M-Series,car,GASOLINE,BMW,2019
1311,92,Stinger,car,GASOLINE,Kia,2019
1312,94,Q3,suv,GASOLINE,Audi,2018
1313,64,H2,suv,GASOLINE,HUMMER,2008
1314,19,Cherokee,suv,GASOLINE,Jeep,2017
1315,49,M-Series,car,GASOLINE,BMW,2020
1316,37,Sienna,minivan,GASOLINE,Toyota,2015
1317,79,Q50,car,GASOLINE,Infiniti,2015
1318,16,Ram 1500,truck,GASOLINE,Dodge,2019
1319,89,5-Series,car,GASOLINE,BMW,2019
1320,90,Rogue,suv,GASOLINE,Nissan,2019
1321,19,Ghibli,car,GASOLINE,Maserati,2015
1322,6,Highlander,suv,GASOLINE,Toyota,2017
1323,33,Corvette,car,GASOLINE,Chevrolet,2020
1324,66,Supra,car,GASOLINE,Toyota,2020
1325,91,Sonata,car,GASOLINE,Hyundai,2015
1326,39,RAV4,suv,GASOLINE,Toyota,2014
1327,2,3 Series,car,GASOLINE,BMW,2017
1328,62,3 Series,car,GASOLINE,BMW,2015
1329,57,Cayenne,suv,HYBRID,Porsche,2013
1330,11,CR-V,suv,GASOLINE,Honda,2016
1331,2,i8,car,HYBRID,BMW,2015
1332,91,3 Series,car,GASOLINE,BMW,2018
1333,6,Impala,car,GASOLINE,Chevrolet,2019
1334,49,E-Class,car,GASOLINE,Mercedes-Benz,2016
1335,32,Equinox,suv,GASOLINE,Chevrolet,2019
1336,78,CX-5,suv,GASOLINE,Mazda,2015
1337,7,HR-V,suv,GASOLINE,Honda,2016
1338,10,Boxster,car,GASOLINE,Porsche,2014
1339,44,3 Series,car,GASOLINE,BMW,2018
1340,37,Accord,car,GASOLINE,Honda,2017
1341,31,Sienna,minivan,GASOLINE,Toyota,2011
1342,52,Discovery Sport,suv,GASOLINE,Land Rover,2018
1343,37,M-Series,car,GASOLINE,BMW,2019
1344,13,Malibu,car,GASOLINE,Chevrolet,2018
1345,79,Pacifica,minivan,GASOLINE,Chrysler,2018
1346,85,Corvette,car,GASOLINE,Chevrolet,2009
1347,34,Model Y,suv,ELECTRIC,Tesla,2020
1348,22,RAV4,suv,GASOLINE,Toyota,2017
1349,4,HR-V,suv,GASOLINE,Honda,2017
1350,45,Wrangler Unlimited,suv,GASOLINE,Jeep,2019
1351,9,3,car,GASOLINE,Mazda,2016
1352,17,E-Class,car,GASOLINE,Mercedes-Benz,2014
1353,1,Wrangler Unlimited,suv,GASOLINE,Jeep,2020
1354,80,Mustang,car,GASOLINE,Ford,2015
1355,10,MKX,suv,GASOLINE,Lincoln,2016
1356,64,Wrangler,suv,GASOLINE,Jeep,2018
1357,28,4 Series,car,GASOLINE,BMW,2018
1358,59,i8,car,HYBRID,BMW,2015
1359,20,Ghibli,car,GASOLINE,Maserati,2014
1360,61,Corvette,car,GASOLINE,Chevrolet,2019
1361,52,Corvette,car,GASOLINE,Chevrolet,2019
1362,12,F-Type,car,GASOLINE,Jaguar,2015
1363,97,E-Class,car,GASOLINE,Mercedes-Benz,2017
1364,56,Civic,car,GASOLINE,Honda,2017
1365,77,Challenger,car,GASOLINE,Dodge,2018
1366,2,Discovery Sport,suv,GASOLINE,Land Rover,2017
1367,12,C-Class,car,GASOLINE,Mercedes-Benz,2018
1368,25,Camaro,car,GASOLINE,Chevrolet,2018
1369,69,F-TYPE,car,GASOLINE,Jaguar,2017
1370,67,Slingshot,car,GASOLINE,Polaris,2019
1371,5,718 Boxster,car,GASOLINE,Porsche,2017
1372,2,i8,car,HYBRID,BMW,2015
1373,61,Versa,car,GASOLINE,Nissan,2018
1374,54,Wrangler,suv,GASOLINE,Jeep,2016
1375,25,Mustang,car,GASOLINE,Ford,2018
1376,91,Mustang,car,GASOLINE,Ford,2018
1377,74,Camaro,car,GASOLINE,Chevrolet,2019
1378,42,F-TYPE,car,GASOLINE,Jaguar,2016
1379,37,Versa,car,GASOLINE,Nissan,2018
1380,6,Model S,car,ELECTRIC,Tesla,2015
1381,97,Highlander,suv,GASOLINE,Toyota,2019
1382,97,Mustang,car,GASOLINE,Ford,2016
1383,64,XT4,suv,GASOLINE,Cadillac,2019
1384,90,Ghibli,car,GASOLINE,Maserati,2015
1385,26,Corolla Hatchback,car,GASOLINE,Toyota,2019
1386,12,Slingshot,car,GASOLINE,Polaris,2020
1387,53,Cherokee,suv,GASOLINE,Jeep,2019
1388,85,C-Class,car,GASOLINE,Mercedes-benz,2019
1389,13,Mustang,car,GASOLINE,Ford,2016
1390,43,California,car,GASOLINE,Ferrari,2010
1391,98,Mustang,car,GASOLINE,Ford,2016
1392,38,Fusion Hybrid,car,HYBRID,Ford,2018
1393,2,Mustang,car,GASOLINE,Ford,2018
1394,29,4 Series,car,GASOLINE,BMW,2017
1395,45,Express,van,GASOLINE,Chevrolet,2015
1396,20,I8,car,HYBRID,BMW,2019
1397,95,A5,car,GASOLINE,Audi,2018
1398,7,Mustang,car,GASOLINE,Ford,2016
1399,39,718 Boxster,car,GASOLINE,Porsche,2017
1400,67,i8,car,HYBRID,BMW,2015
1401,39,Corvette,car,GASOLINE,Chevrolet,2016
1402,11,GX 460,suv,GASOLINE,Lexus,2017
1403,29,Mustang,car,GASOLINE,Ford,2014
1404,44,Yukon,suv,GASOLINE,GMC,2019
1405,37,Panamera,car,GASOLINE,Porsche,2020
1406,72,Cayenne,suv,GASOLINE,Porsche,2016
1407,51,Range Rover,suv,GASOLINE,Land Rover,2018
1408,6,Cayenne,suv,GASOLINE,Porsche,2014
1409,60,Versa,car,GASOLINE,Nissan,2018
1410,91,Rogue,suv,GASOLINE,Nissan,2017
1411,49,Range Rover,suv,GASOLINE,Land Rover,2019
1412,43,Ghibli,car,GASOLINE,Maserati,2014
1413,45,2 Series,car,GASOLINE,BMW,2015
1414,75,Camaro,car,GASOLINE,Chevrolet,2019
1415,64,Mustang,car,GASOLINE,Ford,2018
1416,90,Express,van,GASOLINE,Chevrolet,2017
1417,7,Huracan,car,GASOLINE,Lamborghini,2019
1418,42,XC90,suv,GASOLINE,Volvo,2020
1419,100,Quattroporte,car,GASOLINE,Maserati,2015
1420,27,MAZDA2,car,GASOLINE,Mazda,2012
1421,85,500,car,GASOLINE,FIAT,2015
1422,20,500,car,GASOLINE,FIAT,2012
1423,40,500,car,GASOLINE,FIAT,2015
1424,12,Model 3,car,ELECTRIC,Tesla,2019
1425,3,Civic,car,HYBRID,Honda,2008
1426,2,GLK-Class,suv,GASOLINE,Mercedes-Benz,2010
1427,70,Giulia,car,GASOLINE,Alfa Romeo,2017
1428,20,Challenger,car,GASOLINE,Dodge,2017
1429,58,Crosstrek,suv,GASOLINE,Subaru,2018
1430,67,Model 3,car,ELECTRIC,Tesla,2018
1431,55,Enclave,suv,GASOLINE,Buick,2008
1432,58,300,car,GASOLINE,Chrysler,2018
1433,81,124 Spider,car,GASOLINE,FIAT,2017
1434,64,Model X,suv,ELECTRIC,Tesla,2016
1435,19,Touareg 2,suv,DIESEL,Volkswagen,2008
1436,43,Sierra 3500HD,truck,GASOLINE,GMC,2011
1437,46,Soul,car,GASOLINE,Kia,2016
1438,44,Fusion,car,HYBRID,Ford,2014
1439,100,Jetta,car,GASOLINE,Volkswagen,2011
1440,31,RAV4,suv,GASOLINE,Toyota,2016
1441,9,Corolla,car,GASOLINE,Toyota,2015
1442,42,Sonic,car,GASOLINE,Chevrolet,2014
1443,17,Corolla,car,GASOLINE,Toyota,2016
1444,13,Sonata,car,GASOLINE,Hyundai,2017
1445,52,Impala Limited,car,GASOLINE,Chevrolet,2015
1446,72,CX-5,suv,GASOLINE,Mazda,2014
1447,93,Sprinter,van,DIESEL,Mercedes-Benz,2016
1448,57,500,car,GASOLINE,FIAT,2012
1449,3,G6,car,GASOLINE,Pontiac,2010
1450,89,HHR,car,GASOLINE,Chevrolet,2009
1451,40,Murano,suv,GASOLINE,Nissan,2015
1452,52,Touareg,suv,GASOLINE,Volkswagen,2013
1453,29,XV Crosstrek,suv,GASOLINE,Subaru,2013
1454,58,Patriot,suv,GASOLINE,Jeep,2016
1455,10,Model S,car,ELECTRIC,Tesla,2017
1456,72,A3,car,GASOLINE,Audi,2009
1457,28,Model S,car,ELECTRIC,Tesla,2013
1458,75,Challenger,car,GASOLINE,Dodge,2016
1459,71,Corvette,car,GASOLINE,Chevrolet,2009
1460,83,Express Cargo,van,GASOLINE,Chevrolet,2009
1461,79,G-Class,suv,GASOLINE,Mercedes-Benz,2013
1462,25,1500,truck,DIESEL,Ram,2015
1463,50,Slingshot,car,GASOLINE,Polaris,2015
1464,32,Model 3,car,ELECTRIC,Tesla,2020
1465,12,Model 3,car,ELECTRIC,Tesla,2019
1466,21,300,car,GASOLINE,Chrysler,2014
1467,96,Grand Caravan,minivan,GASOLINE,Dodge,2017
1468,66,Altima,car,GASOLINE,Nissan,2016
1469,71,Cooper Countryman,car,GASOLINE,MINI,2016
1470,40,Pacifica,car,GASOLINE,Chrysler,2007
1471,83,200,car,GASOLINE,Chrysler,2015
1472,78,Range Rover Evoque,suv,GASOLINE,Land Rover,2016
1473,70,Odyssey,minivan,GASOLINE,Honda,2012
1474,20,Sonata,car,GASOLINE,Hyundai,2018
1475,16,4Runner,suv,GASOLINE,Toyota,2015
1476,8,3 Series,car,GASOLINE,BMW,2011
1477,18,CLA-Class,car,GASOLINE,Mercedes-Benz,2014
1478,30,Malibu,car,GASOLINE,Chevrolet,2014
1479,5,CR-V,suv,GASOLINE,Honda,2011
1480,64,Prius,car,HYBRID,Toyota,2013
1481,79,Camaro,car,GASOLINE,Chevrolet,2011
1482,16,Corolla,car,GASOLINE,Toyota,2016
1483,23,Murano,suv,GASOLINE,Nissan,2016
1484,82,Camry,car,GASOLINE,Toyota,2018
1485,60,E-Class,car,GASOLINE,Mercedes-Benz,2011
1486,18,Avalon,car,GASOLINE,Toyota,2009
1487,36,E-Class,car,GASOLINE,Mercedes-Benz,2012
1488,68,Elantra,car,GASOLINE,Hyundai,2015
1489,91,Camry,car,GASOLINE,Toyota,2011
1490,40,Camry,car,GASOLINE,Toyota,2011
1491,82,Camry,car,GASOLINE,Toyota,2011
1492,16,RX 350,suv,GASOLINE,Lexus,2016
1493,23,A4,car,GASOLINE,Audi,2017
1494,75,3 Series,car,GASOLINE,BMW,2008
1495,25,Corolla,car,GASOLINE,Toyota,2010
1496,17,Corolla,car,GASOLINE,Toyota,2010
1497,95,GLK-Class,suv,GASOLINE,Mercedes-Benz,2011
1498,56,MDX,suv,GASOLINE,Acura,2014
1499,11,Santa Fe,suv,GASOLINE,Hyundai,2020
1500,61,Corolla,car,GASOLINE,Toyota,2015
1501,93,Corolla,car,GASOLINE,Toyota,2014
1502,88,Prius,car,HYBRID,Toyota,2011
1503,93,Camry,car,GASOLINE,Toyota,2011
1504,89,Camry,car,GASOLINE,Toyota,2016
1505,74,Corolla,car,GASOLINE,Toyota,2009
1506,14,Camry,car,GASOLINE,Toyota,2009
1507,93,Corolla,car,GASOLINE,Toyota,2013
1508,52,Corolla,car,GASOLINE,Toyota,2006
1509,44,Camry,car,GASOLINE,Toyota,2016
1510,40,Corolla,car,GASOLINE,Toyota,2010
1511,75,Corolla,car,GASOLINE,Toyota,2008
1512,74,Forte,car,GASOLINE,Kia,2019
1513,38,Elantra,car,GASOLINE,Hyundai,2019
1514,72,Accord Sedan,car,GASOLINE,Honda,2019
1515,11,Tahoe Hybrid,suv,HYBRID,Chevrolet,2009
1516,13,C-Class,car,GASOLINE,Mercedes-Benz,2017
1517,47,Corolla,car,GASOLINE,Toyota,2010
1518,15,Murano,suv,GASOLINE,Nissan,2015
1519,34,Camry,car,GASOLINE,Toyota,2018
1520,52,Transit Wagon,van,GASOLINE,Ford,2016
1521,48,Sprinter,van,DIESEL,Mercedes-Benz,2018
1522,58,Camry,car,GASOLINE,Toyota,2013
1523,45,Camry,car,GASOLINE,Toyota,2011
1524,13,ES 300h,car,HYBRID,Lexus,2016
1525,72,Corolla,car,GASOLINE,Toyota,2013
1526,11,Camry,car,GASOLINE,Toyota,2016
1527,74,Model X,suv,ELECTRIC,Tesla,2018
1528,39,Volt,car,HYBRID,Chevrolet,2017
1529,89,Mustang,car,GASOLINE,Ford,2017
1530,12,Soul,car,GASOLINE,Kia,2018
1531,50,Model Y,suv,ELECTRIC,Tesla,2020
1532,18,E-Class,car,GASOLINE,Mercedes-Benz,2011
1533,35,Elantra,car,GASOLINE,Hyundai,2020
1534,53,Wrangler,suv,GASOLINE,Jeep,2011
1535,33,GL-Class,suv,GASOLINE,Mercedes-Benz,2012
1536,81,Model 3,car,ELECTRIC,Tesla,2019
1537,98,Model S,car,ELECTRIC,Tesla,2015
1538,61,Cayenne,suv,GASOLINE,Porsche,2015
1539,13,Model 3,car,ELECTRIC,Tesla,2017
1540,30,Insight,car,HYBRID,Honda,2013
1541,70,XC40,suv,GASOLINE,Volvo,2019
1542,54,Model S,car,ELECTRIC,Tesla,2015
1543,45,Bolt EV,car,ELECTRIC,Chevrolet,2017
1544,29,Sonata,car,GASOLINE,Hyundai,2015
1545,52,Highlander,suv,GASOLINE,Toyota,2015
1546,57,Prius,car,HYBRID,Toyota,2017
1547,80,Altima,car,GASOLINE,Nissan,2013
1548,21,Charger,car,GASOLINE,Dodge,2015
1549,6,Volt,car,HYBRID,Chevrolet,2017
1550,88,Gladiator,truck,GASOLINE,Jeep,2020
1551,41,QX60,suv,GASOLINE,Infiniti,2014
1552,100,CX-9,suv,GASOLINE,Mazda,2019
1553,96,Grand Caravan,minivan,GASOLINE,Dodge,2014
1554,30,Forte,car,GASOLINE,Kia,2010
1555,27,Model 3,car,ELECTRIC,Tesla,2020
1556,73,Malibu,car,GASOLINE,Chevrolet,2012
1557,45,F-150,truck,GASOLINE,Ford,2014
1558,35,3-Series,car,GASOLINE,BMW,2020
1559,59,C-Class,car,GASOLINE,Mercedes-Benz,2008
1560,7,Volt,car,HYBRID,Chevrolet,2013
1561,91,Model X,suv,ELECTRIC,Tesla,2018
1562,54,Camry,car,GASOLINE,Toyota,2017
1563,70,Giulia,car,GASOLINE,Alfa-romeo,2019
1564,38,Stelvio,suv,GASOLINE,Alfa-romeo,2019
1565,30,Soul,car,GASOLINE,Kia,2016
1566,64,Sienna,minivan,GASOLINE,Toyota,2012
1567,92,Forte,car,GASOLINE,Kia,2017
1568,39,MAZDA5,minivan,GASOLINE,Mazda,2010
1569,66,CR-V,suv,GASOLINE,Honda,2015
1570,43,Sonata,car,GASOLINE,Hyundai,2013
1571,66,Forte,car,GASOLINE,Kia,2014
1572,87,3,car,GASOLINE,Mazda,2018
1573,26,Yaris,car,GASOLINE,Toyota,2020
1574,43,Sonata,car,GASOLINE,Hyundai,2013
1575,43,Civic,car,GASOLINE,Honda,2014
1576,16,Sentra,car,GASOLINE,Nissan,2014
1577,85,Range Rover Evoque,suv,GASOLINE,Land Rover,2013
1578,18,Corolla,car,GASOLINE,Toyota,2009
1579,87,C-Class,car,GASOLINE,Mercedes-Benz,2010
1580,25,3,car,GASOLINE,Mazda,2016
1581,78,Accord,car,GASOLINE,Honda,2012
1582,10,Camry,car,GASOLINE,Toyota,2014
1583,45,3 Series,car,GASOLINE,BMW,2011
1584,11,Civic,car,GASOLINE,Honda,2008
1585,92,3 Series,car,GASOLINE,BMW,2010
1586,75,Range Rover,suv,GASOLINE,Land Rover,2014
1587,84,GL-Class,suv,GASOLINE,Mercedes-Benz,2012
1588,31,ILX,car,GASOLINE,Acura,2013
1589,74,A8,car,GASOLINE,Audi,2013
1590,36,Model S,car,ELECTRIC,Tesla,2015
1591,99,Model 3,car,ELECTRIC,Tesla,2018
1592,29,ILX,car,GASOLINE,Acura,2017
1593,67,S5,car,GASOLINE,Audi,2018
1594,47,Camaro,car,GASOLINE,Chevrolet,2017
1595,52,V8 Vantage,car,GASOLINE,Aston Martin,2012
1596,68,Camry,car,GASOLINE,Toyota,2013
1597,89,Cayman,car,GASOLINE,Porsche,2016
1598,4,Slingshot,car,GASOLINE,Polaris,2017
1599,54,C-Class,car,GASOLINE,Mercedes-Benz,2016
1600,99,A8,car,GASOLINE,Audi,2011
1601,34,Ghibli,car,GASOLINE,Maserati,2016
1602,83,A3,car,GASOLINE,Audi,2016
1603,82,Model 3,car,ELECTRIC,Tesla,2019
1604,83,Tiguan,suv,GASOLINE,Volkswagen,2018
1605,38,RX 350,suv,GASOLINE,Lexus,2016
1606,28,Boxster,car,GASOLINE,Porsche,2011
1607,32,A7,car,GASOLINE,Audi,2014
1608,78,Q50,car,GASOLINE,Infiniti,2014
1609,46,Renegade,suv,GASOLINE,Jeep,2015
1610,75,X5,suv,GASOLINE,BMW,2012
1611,89,Murano,suv,GASOLINE,Nissan,2012
1612,5,Accord,car,GASOLINE,Honda,2010
1613,52,Accord Sedan,car,HYBRID,Honda,2019
1614,9,Odyssey,minivan,GASOLINE,Honda,2013
1615,95,RAV4,suv,GASOLINE,Toyota,2012
1616,59,Versa Note,car,GASOLINE,Nissan,2015
1617,95,Q50,car,GASOLINE,INFINITI,2018
1618,2,Equinox,suv,GASOLINE,Chevrolet,2015
1619,32,tC,car,GASOLINE,Scion,2011
1620,63,Cruze,car,GASOLINE,Chevrolet,2014
1621,100,Cherokee,suv,GASOLINE,Jeep,2016
1622,70,Focus,car,GASOLINE,Ford,2014
1623,3,RAV4,suv,GASOLINE,Toyota,2012
1624,97,Cruze,car,GASOLINE,Chevrolet,2013
1625,93,Focus,car,GASOLINE,Ford,2015
1626,5,Rogue,suv,GASOLINE,Nissan,2013
1627,68,500X,suv,GASOLINE,FIAT,2016
1628,36,F-150,truck,GASOLINE,Ford,2010
1629,59,Renegade,suv,GASOLINE,Jeep,2017
1630,78,Verano,car,GASOLINE,Buick,2013
1631,16,Escape,suv,GASOLINE,Ford,2017
1632,8,Soul,car,GASOLINE,Kia,2013
1633,17,Malibu,car,GASOLINE,Chevrolet,2017
1634,8,Cruze,car,GASOLINE,Chevrolet,2016
1635,76,Frontier,truck,GASOLINE,Nissan,2014
1636,38,Equinox,suv,GASOLINE,Chevrolet,2014
1637,85,Equinox,suv,GASOLINE,Chevrolet,2015
1638,78,Jetta,car,GASOLINE,Volkswagen,2007
1639,64,MAZDA5,minivan,GASOLINE,Mazda,2013
1640,9,Gallardo,car,GASOLINE,Lamborghini,2010
1641,23,Range Rover Sport,suv,GASOLINE,Land Rover,2014
1642,38,Soul,car,GASOLINE,Kia,2014
1643,6,RAV4,suv,GASOLINE,Toyota,2010
1644,6,Cruze,car,GASOLINE,Chevrolet,2014
1645,82,C-Class,car,GASOLINE,Mercedes-Benz,2015
1646,45,Sonata,car,GASOLINE,Hyundai,2011
1647,26,Charger,car,GASOLINE,Dodge,2019
1648,29,5 Series,car,GASOLINE,BMW,2010
1649,36,Continental Supersports,car,GASOLINE,Bentley,2011
1650,6,Corvette,car,GASOLINE,Chevrolet,2017
1651,90,E-Class,car,GASOLINE,Mercedes-Benz,2010
1652,74,Frontier,truck,GASOLINE,Nissan,2019
1653,64,Continental GTC,car,GASOLINE,Bentley,2013
1654,33,NX 200t,suv,GASOLINE,Lexus,2017
1655,35,3 Series,car,GASOLINE,BMW,2012
1656,25,Corolla,car,GASOLINE,Toyota,2016
1657,13,Silverado 1500,truck,GASOLINE,Chevrolet,2009
1658,100,Slingshot,car,GASOLINE,Polaris,2016
1659,23,Eos,car,GASOLINE,Volkswagen,2010
1660,55,Insight,car,HYBRID,Honda,2014
1661,51,Pacifica,minivan,GASOLINE,Chrysler,2017
1662,80,Yaris iA,car,GASOLINE,Toyota,2017
1663,24,S2000,car,GASOLINE,Honda,2007
1664,49,Yaris iA,car,GASOLINE,Toyota,2017
1665,64,Wrangler,suv,GASOLINE,Jeep,2015
1666,89,Model 3,car,ELECTRIC,Tesla,2018
1667,96,Model X,suv,ELECTRIC,Tesla,2018
1668,94,Model 3,car,ELECTRIC,Tesla,2018
1669,35,Accent,car,GASOLINE,Hyundai,2014
1670,38,Prius,car,HYBRID,Toyota,2016
1671,82,Yaris iA,car,GASOLINE,Toyota,2018
1672,70,Yaris,car,GASOLINE,Toyota,2020
1673,72,A7,car,GASOLINE,Audi,2012
1674,28,Supra,car,GASOLINE,Toyota,2020
1675,77,Sonata,car,GASOLINE,Hyundai,2018
1676,90,5 Series,car,GASOLINE,BMW,2012
1677,100,Tucson,suv,GASOLINE,Hyundai,2019
1678,97,TLX,car,GASOLINE,Acura,2015
1679,88,Volt,car,HYBRID,Chevrolet,2016
1680,87,Model S,car,ELECTRIC,Tesla,2015
1681,62,Civic,car,GASOLINE,Honda,2013
1682,93,Silverado 1500,truck,GASOLINE,Chevrolet,2008
1683,39,F-150,truck,GASOLINE,Ford,2007
1684,49,Escape,suv,GASOLINE,Ford,2015
1685,95,Cruze,car,GASOLINE,Chevrolet,2015
1686,16,G Sedan,car,GASOLINE,Infiniti,2012
1687,67,Equinox,suv,GASOLINE,Chevrolet,2019
1688,88,Trax,suv,GASOLINE,Chevrolet,2019
1689,90,Model 3,car,ELECTRIC,Tesla,2018
1690,20,Model 3,car,ELECTRIC,Tesla,2019
1691,45,X5,suv,GASOLINE,BMW,2015
1692,51,Corvette,car,GASOLINE,Chevrolet,2019
1693,18,Corvette,car,GASOLINE,Chevrolet,2019
1694,63,F-TYPE,car,GASOLINE,Jaguar,2015
1695,80,Corvette Stingray,car,GASOLINE,Chevrolet,2014
1696,21,Model 3,car,ELECTRIC,Tesla,2020
1697,82,Express,van,GASOLINE,Chevrolet,2015
1698,96,Corolla,car,GASOLINE,Toyota,2016
1699,18,Corvette Stingray,car,GASOLINE,Chevrolet,2014
1700,84,Cayman,car,GASOLINE,Porsche,2014
1701,13,Camaro,car,GASOLINE,Chevrolet,2016
1702,32,Ghibli,car,GASOLINE,Maserati,2016
1703,32,Corvette,car,GASOLINE,Chevrolet,2019
1704,24,Cayman,car,GASOLINE,Porsche,2014
1705,56,Express,van,GASOLINE,Chevrolet,2016
1706,13,Model 3,car,ELECTRIC,Tesla,2018
1707,71,Z4,car,GASOLINE,BMW,2014
